,name,address,plz,ort,rooms,sqm,price,currency,description,gemeinde,latlong,kreis,lat,long,pricesqm
163,Bijou mit Blick ins Grüne,Im Glockenacker 68,8053.0,Zürich,3.5,63.0,1510.0,CHF,"Wir vermieten per sofort diese frisch renovierte 3.5 Zimmerwohnung an ruhiger Lage mit Aussicht ins Grüne Die Wohnung bietet Ihnen folgende Ausstattungen und Annehmlichkeiten: Küche mit Kochherd und Kühlschrank ein geräumiges Wohnzimmer mit Parkettboden Balkon mit Aussicht ins Grüne  Korridor mit diversen Wandschränken  grosses Schlafzimmer mit Parkettboden Kinderzimmer mit Parkettboden Badezimmer mit Badewanne und Doppellavabo separates WC Zur Wohnung gehört ein Kellerabteil. Parkplätze in der Tiefgarage können für CHF 135.-, Aussenparkplätze für CHF 50.- pro Monat dazu gemietet werden.Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme.*Bei den Innenfotos handelt es sich um Musterfotos, welche lediglich den Ausbaustandard darstellen und leicht vom Mietobjekt abweichen können.*","Zürich, Kreis 7","(47.36050175, 8.60235222935393)",7,47.36050175, 8.60235222935393,23.96825396825397
166,Lagerraum zu vermieten,Leimgrübelstrasse,8052.0,Zürich,0.0,13.0,120.0,CHF,"In Zürich-Seebach vermieten wir per sofort oder nach Vereinbarung Lagerräume von ca. 13 m² bis 25 m², ausgestattet mit Licht- und Stromanschlüssen.   Parkplätze in der hauseigenen Tiefgarage können ebenfalls für CHF 140.- (inkl. MwSt.) dazugemietet werden.  Vereinbaren Sie einen Besichtigungstermin. Wir freuen uns von Ihnen kontaktiert zu werden.                         
                                    Zusatzinformationen im Web","Zürich, Kreis 11","(47.4287505, 8.5450368)",1,47.4287505, 8.5450368,9.23076923076923
168,**Gewerbeobjekt an idealer Lage in Zürich-Nord!**,Hagenholzstrasse 84,8050.0,Zürich,0.0,59.0,236.0,CHF,"Sie suchen für Ihr Unternehmen ein passendes Gewerbeobjekt an idealer Lage? Dann ist das hier das richtige für Sie! helle Fensterfronten gemeinsame Toilette im UntergeschossIm separatem Abteil wurde vom Vormieter eine Küche eingebaut. Diese kann übernommen werden. Bei Bedarf kann ein Einstellplatz für CHF 160.00/mtl. dazu gemietet werden.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht, sich mit uns für einen Besichtigungstermin in Verbindung zu setzen.","Zürich, Kreis 11","(47.4142448, 8.5575672)",1,47.4142448, 8.5575672,4.0
169,**Büro in Zürich-Nord**,Hagenholzstrasse 80,8050.0,Zürich,0.0,33.0,248.0,CHF,"Per sofort oder nach Vereinbarung vermieten wir dieses Büro an idealer Lage. helle Fensterfronten Laminatboden gemeinsame Toilette im UntergeschossBei Bedarf kann ein Einstellplatz für CHF 160.00/mtl. dazu gemietet werden. Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht, sich mit uns für einen Besichtigungstermin in Verbindung zu setzen.","Zürich, Kreis 11","(47.4142412, 8.5570844)",1,47.4142412, 8.5570844,7.515151515151516
170,Bastelraum zu vermieten,Staudenbühlstr. 125,8052.0,Zürich,0.0,1.0,80.0,CHF,Per 01.07.2017 vermieten wir diesen Bastelraum. Die Liegenschaft ist gut mit den öffentlichen Verkehrsmittel erreichbar. Auch der Autobahnanschluss ist in wenigen Fahrminuten erreichbar.Haben wir Ihr Interesse geweckt? Dann kontakieren Sie Frau Wolfensberger unter der Nummer 058 715 63 78.,"Zürich, Kreis 11","(47.4191985, 8.53730641043431)",1,47.4191985, 8.53730641043431,80.0
171,**Trendiges Wohnen in Zürich-Nord**,Hagenholzstrasse 70,8050.0,Zürich,4.5,133.0,2830.0,CHF,"Ob sportbegeisterter Single, unternehmenslustiges Pärchen oder Familien, folgende Vorzüge hat diese Wohnung und deren Umgebung zu bieten: grosszügige und helle Räume Wohn- und Schlafräume mit Parkettboden moderne, grosszügige Küche mit Glaskeramik und Geschirrspüler Bad/WC und separate DU/WC Korridor mit Einbauschränken Reduit Loggia mit Plattenboden in einem wachsenden, neuen Quartier, Nähe Glattpark in 20 Minuten mit den öffentlichen Verkehrsmitteln im Stadtkern  von Zürich Glatttalbahn und Tram in unmittelbarer Nähe Garagenplatz kann für CHF 160.00 monatlich dazu gemietet werdenHaben wir Ihr Interesse geweckt? Dann zögern Sie nicht sich mit uns in Verbindung zu setzen.**Es handelt sich um Beispielbilder**","Zürich, Kreis 11","(47.4134333, 8.5567679)",1,47.4134333, 8.5567679,21.278195488721803
172,Ihr Geschenk: 1 Monat gratis wohnen,Gutstrasse 159,8047.0,Zürich,3.5,103.0,3245.0,CHF,"Modernes Eck-Reihen-EFH am Fusse des Zürcher Hausbergs!Dieses helle und top moderne 3.5 Zimmer-Eck-Reihen-EFH bietet Ihnen nebst der attraktiven Lage folgende Annehmlichkeiten:- ganze Wohnung mit Parkettboden Eiche rustikal- Schlafzimmer mit kleinem Sitzplatz- grosser, sonniger Sitzplatz beim Eingangsbereich- grosse top moderne Küche- Glaskeramikherd und Geschirrspüler- Bad/WC und Dusche/WC- eigener Waschturm- KellerabteilDie genaue Raumaufteilung können Sie dem Grundrissplan entnehmen.Ein Einstellplatz kann bei Bedarf für Fr. 160.- pro Monat dazu gemietet werden.Einkaufsmöglichkeiten und der öffentliche Verkehr mit der Haltestelle ""Im Gut"" (Bus 67 und 89) befinden sich praktisch vor der Haustüre. Der Kindergarten Gutstrasse ist nur wenige Meter von der Liegenschaft entfernt. Auch das Schulhaus Letzi ist zu Fuss gut erreichbar.Bei eine Mindestvertragsdauer von einem Jahr schenken wir Ihnen einen Gratismonat (Nettomiete).Eine Besichtigung lohnt sich. Gerne vereinbaren wir einen Besichtigungstermin.                        
                                    Zusatzinformationen im Web","Zürich, Kreis 9","(47.3737493, 8.5023375)",9,47.3737493, 8.5023375,31.50485436893204
174,"Gemütliches Reihenhaus, 20er Zone, Kinderfreundlich",Rudenzweg 18,8048.0,Zürich,4.5,100.0,2900.0,CHF,"Wir beiten per 15.Juli oder etwas früher, ein 4,5 Zimmer Reihenhaus mitten in der Stadt, mit Garten. Das Haus liegt direkt beim Einkaufszentrum Letzipark in Altstetten, denoch sehr ruhig. Es ist für Familien ideal, 20er Zone Kinderfreundlich und Kindski, Hort, Schule direkt zu Fuss erreichbar. Das Haus liegt in einer kleinen Gemeinschaft und man denkt nicht dass man mitten in der Stadt ist, nette Nachbarn und viel kreative Möglichkeiten. Der Garten inkl. Möbel, Hollywoodschaukel, Cheminee, Rasenmäher, Schlauch, Pflanzen kann gratis übernommen werden. Alle Beleuchtungen im und vor dem Haus sind inklusive, auch teilweise Möbel können übernommen werden, weil sie mit im Haus waren. Eigene Waschküche mit neuer Waschmaschine und Lufttrockener. Ein Keller ist auch dabei. Parkmöglichkeiten blaue Zone oder ein eigener Parkplatz vor dem Haus kann dazu gemietet werden. Nicht WG geeignet Bus 83, 89, 95, in der nähe Busse 31, 32 72 Tram 2, Tram 3 +8 sowie diverse Busse in alle Richtungen von ZH (Oerlikon, City usw.) Einkauf, 1 min Letzipark Fr. 2900,- inkl. NK","Zürich, Kreis 9","(47.384853625, 8.4980124)",9,47.384853625, 8.4980124,29.0
176,Suchen Sie ein sicheres Plätzli für Ihren Liebling?,Eibenstrasse 18/20 (PP),8045.0,Zürich,0.0,12.0,90.0,CHF,Sind Sie auf der Suche nach einem Parkplatz für Ihr Fahrzeug?Kein Problem! Wir haben die Lösung: Einzelabstellplatz nur CHF 90.00 / Monat exkl. 8% MwSt. Ein Anruf und Ihr Parkplatz-Problem ist gelöst!Wir freuen uns auf Ihre Kontaktaufnahme.,"Zürich, Kreis 3","(47.424791, 8.52055365215019)",3,47.424791, 8.52055365215019,7.5
lat,,,,,,,,,,,,,,,
long,,,,,,,,,,,,,,,
